timeSecond,phase,arrivedStudents,windowQueues,totalQueuing,servingStudents,waitingForSeatStudents,diningStudents,actualSeatedTables,actualSeatedSeats,reservedOrOccupiedTables,reservedOrOccupiedSeats,lockedOnlySeats,leftNormally,balkedStudents,actualTableSeatGroups,tableReservationCounts
816,"午餐",80,"W1=0|W2=6|W3=8|W4=0|W5=2",16,5,0,58,38,58,38,65,7,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
817,"午餐",80,"W1=0|W2=6|W3=8|W4=0|W5=2",16,5,0,58,38,58,38,65,7,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
818,"午餐",82,"W1=1|W2=6|W3=8|W4=0|W5=2",17,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
819,"午餐",82,"W1=1|W2=6|W3=8|W4=0|W5=2",17,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
820,"午餐",82,"W1=1|W2=6|W3=8|W4=0|W5=2",17,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
821,"午餐",82,"W1=1|W2=6|W3=8|W4=0|W5=2",17,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
822,"午餐",86,"W1=2|W2=7|W3=9|W4=0|W5=3",21,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
823,"午餐",86,"W1=2|W2=7|W3=9|W4=0|W5=3",21,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
824,"午餐",86,"W1=2|W2=7|W3=9|W4=0|W5=3",21,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
825,"午餐",86,"W1=2|W2=7|W3=9|W4=0|W5=3",21,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
826,"午餐",88,"W1=2|W2=7|W3=11|W4=0|W5=3",23,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
827,"午餐",88,"W1=2|W2=7|W3=11|W4=0|W5=3",23,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
828,"午餐",88,"W1=2|W2=7|W3=11|W4=0|W5=3",23,5,0,59,39,59,39,67,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
829,"午餐",88,"W1=1|W2=7|W3=11|W4=0|W5=3",22,5,0,60,40,60,40,68,8,1,0,"T11=[3211, -1, -1, -1]|T15=[2926, 2926, -1, -1]|T20=[2265, -1, -1, -1]|T23=[1065, -1, -1, -1]|T26=[3308, -1, -1, -1]|T31=[5979, 5979, -1, -1]|T32=[811, -1, -1, -1]|T37=[2580, -1, -1, -1]|T42=[2411, -1, -1, -1]|T43=[3177, -1, -1, -1]|T47=[3519, 3519, 3519, -1]|T58=[977, 977, 977, -1]|T67=[6495, -1, -1, -1]|T72=[1709, 1709, 1709, 1709]|T82=[5490, 5490, 5490, 5490]|T86=[6583, -1, -1, -1]|T92=[6216, -1, -1, -1]|T108=[1386, -1, -1, -1]|T111=[1688, -1, -1, -1]|T120=[3526, -1, -1, -1]|T123=[6530, -1, -1, -1]|T134=[3830, -1, -1, -1]|T138=[40, 40, 40, 40]|T139=[1015, -1, -1, -1]|T141=[4579, -1, -1, -1]|T147=[347, -1, -1, -1]|T155=[1850, -1, -1, -1]|T156=[3824, 3824, -1, -1]|T157=[5397, -1, -1, -1]|T159=[3345, 3345, -1, -1]|T161=[6645, -1, -1, -1]|T163=[4622, -1, -1, -1]|T165=[3669, -1, -1, -1]|T175=[3710, -1, -1, -1]|T176=[439, -1, -1, -1]|T178=[3583, 3583, 3583, 3583]|T189=[3966, -1, -1, -1]|T191=[6631, -1, -1, -1]|T196=[4125, -1, -1, -1]|T200=[6443, -1, -1, -1]","T11=1|T15=2|T20=1|T23=1|T26=1|T31=2|T32=2|T37=2|T42=2|T43=1|T47=4|T58=4|T67=1|T72=4|T82=4|T86=1|T92=1|T108=1|T111=2|T120=1|T123=1|T134=1|T138=4|T139=1|T141=1|T147=1|T155=1|T156=2|T157=2|T159=2|T161=1|T163=1|T165=1|T175=1|T176=1|T178=4|T189=1|T191=1|T196=2|T200=1"
